date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:19:01	97287/97287	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/layouts-detached.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/layouts-detached.html	(from https://coderthemes.com/hyper/saas/)
23:19:01	110876/110876	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-accordions.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-accordions.html	(from https://coderthemes.com/hyper/saas/)
23:19:01	111466/111466	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-alerts.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-alerts.html	(from https://coderthemes.com/hyper/saas/)
23:19:01	96720/96720	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-avatars.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-avatars.html	(from https://coderthemes.com/hyper/saas/)
23:19:02	94986/94986	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-badges.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-badges.html	(from https://coderthemes.com/hyper/saas/)
23:19:02	74568/74568	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-breadcrumb.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-breadcrumb.html	(from https://coderthemes.com/hyper/saas/)
23:19:02	111145/111145	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-buttons.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-buttons.html	(from https://coderthemes.com/hyper/saas/)
23:19:03	108461/108461	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-cards.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-cards.html	(from https://coderthemes.com/hyper/saas/)
23:19:03	99534/99534	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-carousel.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-carousel.html	(from https://coderthemes.com/hyper/saas/)
23:19:03	171368/171368	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-dropdowns.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-dropdowns.html	(from https://coderthemes.com/hyper/saas/)
23:19:03	74242/74242	---MCZ	200	added ('OK')	text/html	date:Wed,%2023%20Sep%202020%2003:55:09%20GMT	https://coderthemes.com/hyper/saas/ui-embed-video.html	C:/Users/Bochie/Documents/HTTRACK%20Websites/Hyper/coderthemes.com/hyper/saas/ui-embed-video.html	(from https://coderthemes.com/hyper/saas/)
